Customer_ID,Orders,Sales,Profit,Avg_Order_Value,Avg_Rating
C0669,2,170538.0,40661.45,85269.0,4.0
C1642,5,170448.0,43353.52,34089.6,4.6
C2853,1,169546.5,41711.96,169546.5,4.0
C0527,8,169312.5,42311.93,21164.0625,4.0
C2594,3,169122.0,46515.880000000005,56374.0,3.3333333333333335
C2768,2,168556.0,42171.159999999996,84278.0,4.0
C0404,5,167787.0,42174.92,33557.4,4.0
C2872,5,167784.5,43788.05,33556.9,4.4
C1870,6,167548.5,45026.58,27924.75,4.333333333333333
C0330,5,166962.0,42840.99,33392.4,4.4
C2954,3,166950.0,47927.369999999995,55650.0,4.666666666666667
C2338,4,166390.0,37169.770000000004,41597.5,4.5
C2299,5,166320.0,39750.51,33264.0,4.0
C1012,4,166132.0,48575.88,41533.0,3.75
C0158,5,165944.0,41418.58,33188.8,3.8
C1692,4,165386.0,40297.24,41346.5,4.0
C0304,6,165175.0,50206.09,27529.166666666668,4.0
C0714,4,165014.5,39241.37,41253.625,4.25
C3392,5,164463.5,38252.36,32892.7,4.2
C3448,4,163403.5,38098.94,40850.875,3.5
C1751,4,163116.0,39208.87,40779.0,4.5
C1272,6,162808.0,45451.33,27134.666666666668,4.333333333333333
C0272,5,162592.0,47629.47,32518.4,4.0
C2291,1,162510.0,44817.98,162510.0,5.0
C2817,1,162060.0,45428.04,162060.0,5.0
C2126,3,161671.5,35853.030000000006,53890.5,2.6666666666666665
C2929,2,160720.0,44125.31,80360.0,3.5
C2687,3,160341.0,43456.38,53447.0,3.6666666666666665
C2210,2,159918.0,35775.7,79959.0,4.5
C0192,3,159679.0,46385.78,53226.333333333336,3.0
C3393,4,159638.0,39254.29,39909.5,4.75
C0658,5,159487.5,39236.409999999996,31897.5,4.6
C2710,4,159413.0,45562.96,39853.25,4.5
C0592,5,159044.0,42287.57000000001,31808.8,4.4
C2862,2,158900.0,42708.91,79450.0,4.0
C3031,2,157970.0,37047.69,78985.0,4.0
C1414,5,156935.5,35983.88,31387.1,4.4
C2396,2,156580.0,45326.97,78290.0,4.5
C2375,3,156208.5,40558.369999999995,52069.5,3.6666666666666665
C1922,6,156124.5,39123.42,26020.75,4.0
C1268,3,156072.5,37319.509999999995,52024.166666666664,4.0
C1052,4,156071.5,37669.329999999994,39017.875,4.75
C0135,8,155925.0,39332.46,19490.625,4.125
C2321,5,155427.5,44946.48,31085.5,3.6
C0928,4,155317.5,39303.29,38829.375,4.75
C1578,8,154880.0,44288.34,19360.0,4.0
C0874,5,154830.0,44275.9,30966.0,3.0
C2485,1,153981.0,31442.59,153981.0,5.0
C2632,4,153851.0,42000.82,38462.75,4.25
C3252,4,153721.5,38704.72,38430.375,4.0
C0202,3,153045.0,40262.68,51015.0,3.6666666666666665
C2819,5,152660.0,39059.78,30532.0,4.2
C0035,3,152453.0,35473.73,50817.666666666664,4.333333333333333
C2112,10,152261.0,36650.07,15226.1,3.7
C2692,4,152204.0,40542.14,38051.0,4.25
C0622,5,152009.5,36126.08,30401.9,4.0
C3327,4,151680.0,40583.0,37920.0,4.75
C2308,6,151663.0,41899.06,25277.166666666668,4.0
C2555,5,151338.5,32829.24,30267.7,3.4
C1940,3,151073.0,37842.41,50357.666666666664,3.6666666666666665
C2315,4,150932.0,33001.83,37733.0,4.5
C2915,6,150882.0,40116.21,25147.0,3.8333333333333335
C0648,3,150797.0,40199.21,50265.666666666664,4.0
C1995,6,150550.5,40641.520000000004,25091.75,4.166666666666667
C1191,5,150382.0,40099.19,30076.4,4.2
C2043,7,150130.5,38832.270000000004,21447.214285714286,4.428571428571429
C2957,4,149986.0,37992.66,37496.5,3.75
C0540,9,149820.0,40198.23,16646.666666666668,4.222222222222222
C1199,4,149702.5,38570.97,37425.625,3.75
C1655,3,149622.0,43736.59,49874.0,3.6666666666666665
C1507,5,149569.0,41420.75,29913.8,4.6
C0802,4,149530.0,35306.29,37382.5,4.75
C1370,4,149302.5,34598.97,37325.625,4.25
C0335,4,149246.0,37275.75,37311.5,3.75
C3228,2,149124.0,31844.8,74562.0,3.5
C0113,3,148908.0,35728.29,49636.0,4.666666666666667
C2927,6,148881.0,41019.29,24813.5,4.333333333333333
C1953,6,148183.5,39657.35,24697.25,4.666666666666667
C2340,5,147712.5,38914.34,29542.5,4.4
C2517,6,147432.5,41793.479999999996,24572.083333333332,4.333333333333333
C1547,5,147395.0,36384.95,29479.0,3.6
C3057,5,147311.0,44259.52,29462.2,4.2
C3373,5,147235.0,39969.88,29447.0,4.0
C0242,3,147020.0,39446.28,49006.666666666664,5.0
C2414,8,146958.0,36491.94,18369.75,4.0
C2972,2,146481.0,30987.34,73240.5,3.0
C1502,4,145985.0,40273.34,36496.25,4.25
C3070,4,145776.5,36935.67,36444.125,5.0
C3277,9,145691.5,43662.44,16187.944444444445,4.333333333333333
C2541,3,145272.0,41788.17,48424.0,4.0
C3105,2,145075.5,42158.94,72537.75,5.0
C3413,5,145032.0,35977.75,29006.4,4.2
C0623,5,144481.0,39413.93,28896.2,3.6
C3371,4,144411.5,35716.310000000005,36102.875,4.25
C2997,4,144149.5,37758.1,36037.375,4.75
C1974,4,144049.5,39513.869999999995,36012.375,4.25
C3184,4,143950.5,36652.59,35987.625,4.25
C3335,8,143711.0,42812.56,17963.875,3.75
C1885,5,143112.0,33765.89,28622.4,4.0
C1494,2,142400.0,33915.72,71200.0,3.5
C0370,4,141990.5,37262.02,35497.625,4.5
C0247,2,141866.0,37662.64000000001,70933.0,4.5
C2072,5,141701.5,36062.84,28340.3,4.2
C0657,5,141289.5,37768.159999999996,28257.9,4.2
C2715,6,141193.0,39007.76,23532.166666666668,4.0
C1273,3,141058.0,34787.77,47019.333333333336,3.6666666666666665
C1245,4,140936.5,37215.94,35234.125,4.5
C1120,4,140804.0,40368.12,35201.0,3.75
C0091,5,140463.0,36402.409999999996,28092.6,4.0
C1536,3,140352.0,37900.630000000005,46784.0,4.0
C2096,5,140021.5,39407.89,28004.3,4.2
C1147,3,139996.5,33977.29,46665.5,4.666666666666667
C1084,7,139873.5,37312.88,19981.928571428572,4.0
C1380,6,139872.5,35803.46,23312.083333333332,4.0
C3182,9,139678.0,35685.35,15519.777777777777,4.111111111111111
C0582,7,139578.5,40596.9,19939.785714285714,4.285714285714286
C2683,3,139233.0,32493.5,46411.0,4.666666666666667
C1326,4,139102.0,33896.78,34775.5,4.25
C1364,3,138592.0,38239.21,46197.333333333336,4.333333333333333
C1164,1,138213.0,36378.42,138213.0,5.0
C2913,2,138060.0,37227.850000000006,69030.0,3.5
C0549,7,138016.5,39669.29,19716.64285714286,4.142857142857143
C0959,5,137957.0,36018.03,27591.4,4.2
C3499,2,137878.0,35689.34,68939.0,3.5
C3139,6,137816.5,35896.159999999996,22969.416666666668,4.0
C0855,5,137472.5,33335.54,27494.5,4.2
C3112,3,137319.0,38134.05,45773.0,4.666666666666667
C0354,4,137079.0,30442.579999999998,34269.75,4.5
C2549,2,136760.0,32359.9,68380.0,4.5
C0942,2,136445.5,32387.3,68222.75,3.5
C0983,8,136427.0,42449.32,17053.375,3.5
C3097,3,136336.0,32702.8,45445.333333333336,3.6666666666666665
C2931,1,136297.5,32051.87,136297.5,5.0
C3475,2,136258.0,32163.46,68129.0,4.5
C1630,8,136236.0,38746.06,17029.5,3.75
C0815,3,135920.0,34835.98,45306.666666666664,3.6666666666666665
C0878,4,135448.0,28095.76,33862.0,3.25
C1804,6,135400.5,34588.37,22566.75,4.166666666666667
C0931,5,135026.0,32576.050000000003,27005.2,4.2
C1308,5,135023.0,33655.799999999996,27004.6,4.4
C3482,4,134471.0,41758.85,33617.75,3.75
C2036,4,134394.0,30165.690000000002,33598.5,4.25
C2515,7,134285.0,33915.7,19183.571428571428,4.857142857142857
C2277,4,133722.0,31814.670000000002,33430.5,3.5
C1274,8,133662.5,34560.49,16707.8125,3.875
C1854,8,133418.0,39800.85,16677.25,4.75
C3306,6,133077.0,32654.309999999998,22179.5,4.333333333333333
C1097,4,133028.0,34346.64,33257.0,4.5
C3132,7,132457.0,35064.87,18922.428571428572,4.285714285714286
C2033,8,132256.5,34714.84,16532.0625,3.75
C2032,3,132221.5,31713.559999999998,44073.833333333336,4.333333333333333
C0013,6,132126.5,32223.94,22021.083333333332,3.5
C0749,4,132126.0,37007.12,33031.5,4.25
C2500,3,131148.5,32292.21,43716.166666666664,4.0
C0506,2,131020.0,33998.32,65510.0,3.5
C2082,3,130939.5,29690.72,43646.5,4.666666666666667
C2152,6,130915.5,35576.57,21819.25,4.166666666666667
C0556,5,130664.0,33851.14000000001,26132.8,4.4
C0844,7,130643.5,32101.4,18663.35714285714,4.142857142857143
C1942,7,130341.0,35006.59,18620.14285714286,4.142857142857143
C0702,5,130224.0,34964.43,26044.8,4.6
C1895,3,130122.0,35483.9,43374.0,4.333333333333333
C0708,5,129723.0,29479.68,25944.6,3.6
C1449,6,129626.0,36352.240000000005,21604.333333333332,4.0
C2404,6,129394.0,36699.549999999996,21565.666666666668,4.166666666666667
C1900,3,129251.0,30006.0,43083.666666666664,4.0
C0037,6,129244.5,33168.700000000004,21540.75,4.5
C1165,4,129190.5,35823.159999999996,32297.625,4.25
C0243,5,128956.0,36385.19,25791.2,4.0
C1436,4,128883.5,30776.54,32220.875,4.25
C3281,4,128737.0,30979.870000000003,32184.25,4.25
C3256,5,128625.0,36077.14,25725.0,4.0
C2199,4,128372.5,31124.440000000002,32093.125,4.75
C3243,7,127977.5,35326.979999999996,18282.5,4.142857142857143
C1759,3,127730.0,27968.530000000002,42576.666666666664,4.333333333333333
C0908,5,127388.0,32079.43,25477.6,3.6
C2347,5,127386.0,30200.65,25477.2,4.0
C2597,3,127356.0,33790.82,42452.0,3.6666666666666665
C0777,5,126968.0,36039.2,25393.6,4.4
C2830,4,126791.0,33847.1,31697.75,3.25
C1820,3,126566.0,27650.57,42188.666666666664,3.3333333333333335
C3056,3,126429.5,33039.159999999996,42143.166666666664,4.0
C0416,7,126185.5,36182.44,18026.5,4.285714285714286
C0381,3,126029.0,30293.85,42009.666666666664,3.6666666666666665
C3234,7,126023.0,30907.269999999997,18003.285714285714,4.285714285714286
C0292,6,125825.5,30472.93,20970.916666666668,4.0
C1382,6,125813.0,36653.81,20968.833333333332,4.0
C3450,8,125577.0,34845.95,15697.125,4.375
C3066,3,125309.0,29154.38,41769.666666666664,3.6666666666666665
C3061,5,125099.5,30035.5,25019.9,3.8
C1618,3,124934.5,32016.670000000002,41644.833333333336,4.0
C2078,3,124807.5,33617.53,41602.5,4.0
C1141,3,124768.0,29708.589999999997,41589.333333333336,3.6666666666666665
C2977,4,124287.0,34326.23,31071.75,4.25
C0884,5,124218.0,34523.01,24843.6,4.2
C0968,3,124079.0,33300.32,41359.666666666664,4.333333333333333
C1337,4,124050.5,34873.97,31012.625,4.5
C1287,4,124019.0,32098.16,31004.75,4.75
C2257,5,124018.5,37044.1,24803.7,4.0
C0951,8,123955.5,37600.159999999996,15494.4375,4.125
C1671,4,123945.0,34982.54,30986.25,4.25
C1025,6,123681.5,29912.399999999998,20613.583333333332,4.5
C0379,4,123416.5,31009.04,30854.125,4.0
C1488,5,123391.5,37824.59,24678.3,4.0
C0105,2,123124.0,35041.36,61562.0,4.0
C3142,6,121868.5,28139.56,20311.416666666668,4.333333333333333
C0089,5,121764.5,27709.35,24352.9,3.6
C2276,6,121674.0,29973.79,20279.0,4.5
C3442,3,121669.5,30270.87,40556.5,3.6666666666666665
C0217,3,121527.0,30545.07,40509.0,4.333333333333333
C2111,3,121485.0,28310.94,40495.0,4.333333333333333
C0732,7,121463.5,26931.249999999996,17351.928571428572,4.142857142857143
C2184,3,121334.5,34835.93,40444.833333333336,4.0
C1177,4,121088.0,31228.780000000002,30272.0,4.75
C2543,5,120688.0,27952.55,24137.6,4.4
C0092,3,120686.0,34397.479999999996,40228.666666666664,4.0
C0448,6,120609.0,35154.6,20101.5,3.6666666666666665
C2548,7,120597.0,37114.8,17228.14285714286,3.7142857142857144
C1055,3,120480.0,28412.99,40160.0,3.6666666666666665
C2978,1,120420.0,28180.22,120420.0,5.0
C3190,3,120416.5,33275.380000000005,40138.833333333336,4.666666666666667
C2886,4,120214.0,27980.379999999997,30053.5,4.75
C3076,5,120130.0,27224.04,24026.0,3.2
C3127,3,120040.0,28676.809999999998,40013.333333333336,4.333333333333333
C1076,6,120000.5,34420.56,20000.083333333332,4.333333333333333
C2510,8,119963.0,31206.559999999998,14995.375,4.0
C1423,6,119744.0,33610.35,19957.333333333332,4.0
C0748,8,119721.0,38151.88,14965.125,4.5
C3351,4,119501.0,34403.54,29875.25,4.5
C0485,3,119392.0,29325.82,39797.333333333336,4.666666666666667
C0295,3,119357.0,27570.600000000002,39785.666666666664,5.0
C1583,7,119265.0,33963.86,17037.85714285714,4.0
C0761,5,119205.0,35319.94,23841.0,4.8
C0593,8,119117.5,35379.31,14889.6875,3.5
C0673,3,119111.0,32043.809999999998,39703.666666666664,4.0
C2684,6,119053.0,38925.91,19842.166666666668,4.333333333333333
C1851,2,118932.0,28679.5,59466.0,4.5
C2088,2,118902.0,31005.04,59451.0,4.0
C2010,4,118756.0,28828.29,29689.0,4.0
C1526,4,118756.0,26016.32,29689.0,4.25
C2098,7,118686.0,29496.22,16955.14285714286,4.142857142857143
C2255,4,118621.0,32271.82,29655.25,4.25
C0240,4,118563.5,30711.14,29640.875,4.0
C1512,8,118271.5,33271.66,14783.9375,3.875
C1195,8,118057.5,31107.43,14757.1875,4.5
C2266,3,118036.5,24734.93,39345.5,4.0
C1219,4,117930.0,33744.36,29482.5,4.25
C1718,4,117680.5,30257.71,29420.125,4.75
C3387,5,117548.5,31559.14,23509.7,4.2
C2829,5,117456.0,27371.27,23491.2,4.0
C3498,2,117284.0,33292.19,58642.0,4.5
C0933,2,117256.0,31271.18,58628.0,4.5
C2348,3,117167.0,29669.600000000002,39055.666666666664,4.0
C0668,3,116966.0,30855.329999999998,38988.666666666664,3.3333333333333335
C2212,7,116740.5,32109.92,16677.214285714286,4.571428571428571
C1204,3,116724.0,28379.02,38908.0,3.6666666666666665
C3344,4,116578.5,31148.55,29144.625,4.0
C3240,4,116520.0,24551.08,29130.0,3.75
